cancellation_id,subscription_id,cancellation_date,cancellation_reason,voluntary_churn,save_offer_presented,save_offer_accepted
CAN003623,SUB0011112,2025-11-26,Payment Failure,0,0,0
CAN003624,SUB0011115,2024-07-24,Too Expensive,1,0,0
CAN003625,SUB0011118,2024-09-29,Product Usability,1,1,0
CAN003626,SUB0011119,2024-08-18,Payment Failure,0,0,0
CAN003627,SUB0011134,2026-03-17,Payment Failure,0,0,0
CAN003628,SUB0011136,2025-01-30,Product Not Needed,1,1,0
CAN003629,SUB0011139,2026-04-18,Competitor,1,0,0
CAN003630,SUB0011144,2026-05-09,Product Not Needed,1,0,0
CAN003631,SUB0011146,2024-12-30,Competitor,1,1,0
CAN003632,SUB0011147,2026-02-28,Competitor,1,1,0
CAN003633,SUB0011148,2024-09-29,Payment Failure,0,0,0
CAN003634,SUB0011150,2025-04-30,Product Not Needed,1,0,0
CAN003635,SUB0011153,2025-10-29,Product Not Needed,1,0,0
CAN003636,SUB0011154,2026-01-26,Too Expensive,1,0,0
CAN003637,SUB0011157,2025-10-10,Payment Failure,0,0,0
CAN003638,SUB0011158,2026-02-24,Product Not Needed,1,1,0
CAN003639,SUB0011161,2025-09-13,Too Expensive,1,1,0
CAN003640,SUB0011161,2025-12-17,Too Expensive,1,0,0
CAN003641,SUB0011162,2025-11-29,Payment Failure,0,0,0
CAN003642,SUB0011165,2025-03-14,Payment Failure,0,0,0
CAN003643,SUB0011166,2025-10-30,Product Not Needed,1,0,0
CAN003644,SUB0011167,2024-03-26,Product Not Needed,1,0,0
CAN003645,SUB0011170,2026-05-12,Payment Failure,0,0,0
CAN003646,SUB0011171,2024-08-21,Too Expensive,1,1,0
CAN003647,SUB0011173,2025-03-17,Product Not Needed,1,1,0
CAN003648,SUB0011184,2025-03-16,Temporary Need Ended,1,1,0
CAN003649,SUB0011186,2025-09-11,Too Expensive,1,0,0
CAN003650,SUB0011189,2024-08-18,Temporary Need Ended,1,1,0
CAN003651,SUB0011193,2024-06-20,Temporary Need Ended,1,0,0
CAN003652,SUB0011194,2026-06-09,Other,1,1,0
CAN003653,SUB0011199,2025-03-14,Too Expensive,1,1,0
CAN003654,SUB0011202,2024-12-30,Too Expensive,1,1,0
CAN003655,SUB0011203,2025-01-13,Poor Support Experience,1,1,0
CAN003656,SUB0011206,2026-01-20,Other,1,0,0
CAN003657,SUB0011214,2026-05-30,Too Expensive,1,1,0
CAN003658,SUB0011215,2025-04-29,Competitor,1,1,0
CAN003659,SUB0011216,2024-11-22,Too Expensive,1,0,0
CAN003660,SUB0011217,2025-09-13,Temporary Need Ended,1,0,0
CAN003661,SUB0011223,2025-10-24,Too Expensive,1,1,0
CAN003662,SUB0011226,2025-02-23,Too Expensive,1,1,0
CAN003663,SUB0011227,2025-06-18,Payment Failure,0,0,0
CAN003664,SUB0011230,2026-02-19,Product Not Needed,1,0,0
CAN003665,SUB0011231,2025-07-27,Product Not Needed,1,0,0
CAN003666,SUB0011233,2025-03-14,Too Expensive,1,0,0
CAN003667,SUB0011234,2026-05-28,Payment Failure,0,0,0
CAN003668,SUB0011236,2025-10-20,Other,1,1,0
CAN003669,SUB0011244,2025-11-14,Too Expensive,1,0,0
CAN003670,SUB0011245,2025-08-24,Product Not Needed,1,0,0
CAN003671,SUB0011253,2026-01-15,Too Expensive,1,0,0
CAN003672,SUB0011256,2026-06-26,Payment Failure,0,0,0
CAN003673,SUB0011257,2026-01-22,Product Not Needed,1,0,0
CAN003674,SUB0011264,2025-01-22,Too Expensive,1,1,0
CAN003675,SUB0011266,2025-08-21,Low Usage,1,0,0
CAN003676,SUB0011267,2025-10-23,Competitor,1,0,0
CAN003677,SUB0011269,2026-03-28,Competitor,1,1,0
CAN003678,SUB0011274,2025-12-21,Competitor,1,1,0
CAN003679,SUB0011276,2026-02-15,Temporary Need Ended,1,1,0
CAN003680,SUB0011277,2025-04-10,Too Expensive,1,1,0
CAN003681,SUB0011284,2026-03-11,Temporary Need Ended,1,1,0
CAN003682,SUB0011285,2025-12-20,Too Expensive,1,1,0
CAN003683,SUB0011287,2024-08-11,Temporary Need Ended,1,0,0
CAN003684,SUB0011288,2025-11-27,Product Usability,1,0,0
CAN003685,SUB0011298,2025-03-10,Product Usability,1,1,0
CAN003686,SUB0011299,2025-08-24,Product Not Needed,1,1,0
CAN003687,SUB0011303,2025-06-29,Product Not Needed,1,1,0
CAN003688,SUB0011306,2026-03-20,Competitor,1,1,0
CAN003689,SUB0011309,2024-10-17,Product Not Needed,1,0,0
CAN003690,SUB0011310,2025-05-29,Payment Failure,0,0,0
CAN003691,SUB0011312,2026-02-10,Competitor,1,1,0
CAN003692,SUB0011314,2025-09-23,Low Usage,1,1,0
CAN003693,SUB0011317,2025-09-19,Product Not Needed,1,0,0
CAN003694,SUB0011318,2026-01-09,Product Not Needed,1,0,0
CAN003695,SUB0011320,2024-08-22,Product Not Needed,1,1,0
CAN003696,SUB0011322,2026-06-11,Product Not Needed,1,0,0
CAN003697,SUB0011331,2025-06-27,Product Not Needed,1,1,0
CAN003698,SUB0011332,2026-01-24,Competitor,1,1,0
CAN003699,SUB0011339,2026-06-22,Product Not Needed,1,1,0
CAN003700,SUB0011345,2024-12-19,Temporary Need Ended,1,0,0
CAN003701,SUB0011347,2025-05-14,Product Not Needed,1,0,0
CAN003702,SUB0011351,2025-07-18,Low Usage,1,0,0
CAN003703,SUB0011352,2026-03-14,Competitor,1,0,0
CAN003704,SUB0011355,2025-09-12,Payment Failure,0,0,0
CAN003705,SUB0011356,2025-01-22,Payment Failure,0,0,0
CAN003706,SUB0011364,2026-06-18,Low Usage,1,0,0
CAN003707,SUB0011369,2025-12-16,Too Expensive,1,0,0
CAN003708,SUB0011377,2026-02-10,Payment Failure,0,0,0
CAN003709,SUB0011378,2025-11-21,Low Usage,1,0,0
CAN003710,SUB0011379,2025-12-17,Too Expensive,1,0,0
CAN003711,SUB0011380,2025-12-27,Product Not Needed,1,1,0
CAN003712,SUB0011385,2025-12-16,Low Usage,1,1,0
CAN003713,SUB0011391,2026-06-10,Other,1,1,0
CAN003714,SUB0011393,2026-05-29,Competitor,1,1,0
CAN003715,SUB0011399,2025-08-24,Payment Failure,0,0,0
CAN003716,SUB0011402,2026-04-13,Too Expensive,1,0,0
CAN003717,SUB0011403,2025-07-24,Too Expensive,1,0,0
CAN003718,SUB0011405,2025-11-25,Too Expensive,1,0,0
CAN003719,SUB0011411,2026-03-16,Temporary Need Ended,1,0,0
CAN003720,SUB0011412,2024-10-29,Product Not Needed,1,1,0
CAN003721,SUB0011413,2024-06-13,Payment Failure,0,0,0
CAN003722,SUB0011415,2026-03-28,Payment Failure,0,0,0
CAN003723,SUB0011417,2024-06-18,Competitor,1,1,0
CAN003724,SUB0011418,2024-09-21,Product Not Needed,1,0,0
CAN003725,SUB0011419,2024-09-20,Too Expensive,1,1,0
CAN003726,SUB0011420,2024-11-18,Other,1,1,0
CAN003727,SUB0011421,2026-05-13,Competitor,1,1,0
CAN003728,SUB0011430,2025-09-26,Product Usability,1,1,0
CAN003729,SUB0011431,2026-04-19,Payment Failure,0,0,0
CAN003730,SUB0011434,2025-02-23,Too Expensive,1,0,0
CAN003731,SUB0011435,2024-12-21,Product Not Needed,1,1,0
CAN003732,SUB0011437,2025-10-14,Payment Failure,0,0,0
CAN003733,SUB0011438,2026-04-12,Low Usage,1,1,0
CAN003734,SUB0011442,2026-04-10,Too Expensive,1,0,0
CAN003735,SUB0011445,2024-12-19,Product Not Needed,1,1,0
CAN003736,SUB0011448,2025-06-10,Too Expensive,1,0,0
CAN003737,SUB0011457,2026-03-21,Poor Support Experience,1,0,0
CAN003738,SUB0011458,2025-07-31,Too Expensive,1,1,0
CAN003739,SUB0011460,2025-03-16,Other,1,1,0
CAN003740,SUB0011468,2025-09-09,Temporary Need Ended,1,0,0
CAN003741,SUB0011472,2024-06-15,Temporary Need Ended,1,0,0
CAN003742,SUB0011475,2025-12-31,Product Not Needed,1,0,0
CAN003743,SUB0011476,2024-08-29,Other,1,0,0
CAN003744,SUB0011477,2026-06-12,Competitor,1,1,0
CAN003745,SUB0011478,2026-06-27,Temporary Need Ended,1,1,0
CAN003746,SUB0011480,2025-06-13,Too Expensive,1,1,0
CAN003747,SUB0011488,2025-07-19,Other,1,1,0
CAN003748,SUB0011489,2026-03-16,Other,1,1,0
CAN003749,SUB0011493,2026-06-28,Too Expensive,1,0,0
CAN003750,SUB0011501,2024-11-22,Poor Support Experience,1,1,0
CAN003751,SUB0011503,2026-05-21,Competitor,1,0,0
CAN003752,SUB0011505,2025-03-19,Temporary Need Ended,1,1,0
CAN003753,SUB0011507,2025-07-24,Temporary Need Ended,1,0,0
CAN003754,SUB0011511,2024-09-29,Product Not Needed,1,1,0
CAN003755,SUB0011516,2025-08-23,Product Not Needed,1,1,0
CAN003756,SUB0011517,2026-01-30,Other,1,0,0
CAN003757,SUB0011522,2025-12-16,Too Expensive,1,1,0
CAN003758,SUB0011526,2026-04-28,Payment Failure,0,0,0
CAN003759,SUB0011529,2025-12-16,Competitor,1,1,0
CAN003760,SUB0011531,2025-01-11,Product Not Needed,1,1,0
CAN003761,SUB0011537,2026-02-12,Product Not Needed,1,1,0
CAN003762,SUB0011538,2026-03-16,Competitor,1,1,0
CAN003763,SUB0011542,2025-11-14,Product Not Needed,1,1,0
CAN003764,SUB0011542,2026-05-10,Product Not Needed,1,0,0
CAN003765,SUB0011543,2024-08-09,Too Expensive,1,0,0
CAN003766,SUB0011544,2025-11-28,Other,1,1,0
CAN003767,SUB0011545,2024-07-10,Too Expensive,1,1,0
CAN003768,SUB0011546,2026-03-28,Payment Failure,0,0,0
CAN003769,SUB0011547,2026-01-12,Payment Failure,0,0,0
CAN003770,SUB0011551,2025-05-27,Product Not Needed,1,1,0
CAN003771,SUB0011552,2025-11-28,Low Usage,1,1,0
CAN003772,SUB0011554,2025-07-20,Too Expensive,1,0,0
CAN003773,SUB0011557,2025-12-21,Payment Failure,0,0,0
CAN003774,SUB0011560,2025-09-19,Competitor,1,1,0
CAN003775,SUB0011563,2025-02-20,Payment Failure,0,0,0
CAN003776,SUB0011565,2025-02-10,Payment Failure,0,0,0
CAN003777,SUB0011567,2025-05-28,Competitor,1,0,0
CAN003778,SUB0011571,2026-05-13,Low Usage,1,0,0
CAN003779,SUB0011573,2026-05-18,Temporary Need Ended,1,1,0
CAN003780,SUB0011578,2026-05-18,Too Expensive,1,1,0
CAN003781,SUB0011589,2025-04-14,Temporary Need Ended,1,1,0
CAN003782,SUB0011591,2024-06-24,Temporary Need Ended,1,0,0
CAN003783,SUB0011593,2025-09-13,Too Expensive,1,1,0
CAN003784,SUB0011596,2024-06-20,Too Expensive,1,0,0
CAN003785,SUB0011601,2026-06-23,Other,1,1,0
CAN003786,SUB0011602,2025-06-14,Payment Failure,0,0,0
CAN003787,SUB0011607,2026-06-10,Low Usage,1,1,0
CAN003788,SUB0011611,2024-06-27,Too Expensive,1,0,0
CAN003789,SUB0011613,2024-05-29,Low Usage,1,1,0
CAN003790,SUB0011614,2024-02-28,Product Usability,1,0,0
CAN003791,SUB0011614,2024-11-21,Payment Failure,0,0,0
CAN003792,SUB0011614,2025-05-17,Too Expensive,1,0,0
CAN003793,SUB0011618,2025-08-15,Poor Support Experience,1,0,0
CAN003794,SUB0011619,2025-12-27,Other,1,0,0
CAN003795,SUB0011620,2025-07-21,Payment Failure,0,0,0
CAN003796,SUB0011623,2026-03-17,Temporary Need Ended,1,0,0
CAN003797,SUB0011627,2025-02-21,Too Expensive,1,0,0
CAN003798,SUB0011629,2026-03-10,Temporary Need Ended,1,0,0
CAN003799,SUB0011630,2025-05-13,Payment Failure,0,0,0
CAN003800,SUB0011631,2024-07-17,Low Usage,1,0,0
CAN003801,SUB0011636,2024-08-15,Other,1,0,0
CAN003802,SUB0011637,2026-03-29,Too Expensive,1,1,0
CAN003803,SUB0011638,2025-12-17,Other,1,0,0
CAN003804,SUB0011644,2025-05-19,Payment Failure,0,0,0
CAN003805,SUB0011645,2025-08-10,Product Not Needed,1,1,0
CAN003806,SUB0011653,2026-06-29,Too Expensive,1,0,0
CAN003807,SUB0011657,2024-12-18,Product Not Needed,1,1,0
CAN003808,SUB0011661,2026-04-22,Payment Failure,0,0,0
CAN003809,SUB0011663,2026-06-16,Payment Failure,0,0,0
CAN003810,SUB0011668,2026-06-23,Temporary Need Ended,1,1,0
CAN003811,SUB0011672,2025-12-22,Temporary Need Ended,1,0,0
CAN003812,SUB0011674,2025-12-09,Competitor,1,1,0
CAN003813,SUB0011675,2025-12-23,Temporary Need Ended,1,1,0
CAN003814,SUB0011676,2025-07-24,Product Not Needed,1,1,0
CAN003815,SUB0011677,2025-11-27,Other,1,1,0
CAN003816,SUB0011679,2025-04-12,Too Expensive,1,0,0
CAN003817,SUB0011682,2026-02-28,Too Expensive,1,1,0
CAN003818,SUB0011685,2024-11-28,Temporary Need Ended,1,1,0
CAN003819,SUB0011686,2025-11-26,Other,1,0,0
CAN003820,SUB0011689,2025-09-28,Product Not Needed,1,1,0
CAN003821,SUB0011691,2026-05-30,Other,1,1,0
CAN003822,SUB0011692,2025-04-16,Temporary Need Ended,1,0,0
CAN003823,SUB0011693,2025-06-22,Technical Problems,1,1,0
CAN003824,SUB0011695,2026-02-26,Competitor,1,0,0
CAN003825,SUB0011696,2026-06-16,Too Expensive,1,0,0
CAN003826,SUB0011698,2025-09-21,Product Not Needed,1,1,0
CAN003827,SUB0011713,2024-06-29,Temporary Need Ended,1,0,0
CAN003828,SUB0011715,2025-03-11,Payment Failure,0,0,0
CAN003829,SUB0011717,2026-02-25,Product Not Needed,1,0,0
CAN003830,SUB0011721,2026-02-20,Too Expensive,1,0,0
CAN003831,SUB0011729,2024-09-19,Competitor,1,0,0
CAN003832,SUB0011731,2025-11-17,Product Not Needed,1,1,0
CAN003833,SUB0011734,2026-04-25,Temporary Need Ended,1,1,0
CAN003834,SUB0011738,2025-12-19,Product Not Needed,1,1,0
CAN003835,SUB0011740,2025-06-19,Payment Failure,0,0,0
CAN003836,SUB0011742,2026-03-30,Temporary Need Ended,1,1,0
CAN003837,SUB0011747,2026-01-31,Product Not Needed,1,1,0
CAN003838,SUB0011749,2025-12-19,Low Usage,1,1,0
CAN003839,SUB0011750,2024-06-13,Technical Problems,1,0,0
CAN003840,SUB0011753,2024-12-16,Too Expensive,1,0,0
CAN003841,SUB0011754,2025-10-31,Product Not Needed,1,1,0
CAN003842,SUB0011757,2026-06-28,Product Not Needed,1,1,0
CAN003843,SUB0011759,2026-06-17,Too Expensive,1,0,0
CAN003844,SUB0011763,2025-04-20,Product Not Needed,1,0,0
CAN003845,SUB0011765,2024-09-12,Competitor,1,1,0
CAN003846,SUB0011767,2024-09-21,Temporary Need Ended,1,0,0
CAN003847,SUB0011771,2024-11-20,Temporary Need Ended,1,0,0
CAN003848,SUB0011782,2024-11-27,Too Expensive,1,1,0
CAN003849,SUB0011783,2026-05-26,Too Expensive,1,1,0
CAN003850,SUB0011786,2026-06-13,Too Expensive,1,0,0
CAN003851,SUB0011789,2025-05-10,Payment Failure,0,0,0
CAN003852,SUB0011790,2025-02-11,Product Not Needed,1,0,0
CAN003853,SUB0011791,2026-05-22,Payment Failure,0,0,0
CAN003854,SUB0011792,2025-06-13,Other,1,1,0
CAN003855,SUB0011795,2025-08-29,Too Expensive,1,0,0
CAN003856,SUB0011798,2025-03-23,Competitor,1,0,0
CAN003857,SUB0011802,2026-03-13,Payment Failure,0,0,0
CAN003858,SUB0011809,2026-01-10,Competitor,1,1,0
CAN003859,SUB0011812,2025-10-09,Product Not Needed,1,0,0
CAN003860,SUB0011816,2025-06-18,Too Expensive,1,1,0
CAN003861,SUB0011817,2026-02-25,Temporary Need Ended,1,0,0
CAN003862,SUB0011820,2024-11-24,Product Not Needed,1,0,0
CAN003863,SUB0011822,2024-08-11,Too Expensive,1,1,0
CAN003864,SUB0011824,2026-05-27,Technical Problems,1,0,0
CAN003865,SUB0011825,2026-03-10,Payment Failure,0,0,0
CAN003866,SUB0011829,2024-08-25,Product Not Needed,1,0,0
CAN003867,SUB0011830,2026-02-22,Competitor,1,0,0
CAN003868,SUB0011835,2025-04-28,Temporary Need Ended,1,0,0
CAN003869,SUB0011839,2024-07-27,Too Expensive,1,1,0
CAN003870,SUB0011841,2025-06-15,Payment Failure,0,0,0
CAN003871,SUB0011843,2024-07-11,Product Usability,1,1,0
CAN003872,SUB0011844,2024-02-14,Product Not Needed,1,0,0
CAN003873,SUB0011846,2026-06-11,Poor Support Experience,1,0,0
CAN003874,SUB0011848,2025-10-09,Too Expensive,1,0,0
CAN003875,SUB0011849,2026-01-20,Too Expensive,1,0,0
CAN003876,SUB0011851,2026-05-10,Product Not Needed,1,1,0
CAN003877,SUB0011860,2025-07-30,Product Not Needed,1,0,0
CAN003878,SUB0011861,2025-01-20,Competitor,1,1,0
CAN003879,SUB0011862,2025-11-14,Product Usability,1,0,0
CAN003880,SUB0011863,2024-12-15,Too Expensive,1,0,0
CAN003881,SUB0011863,2025-12-14,Temporary Need Ended,1,0,0
CAN003882,SUB0011863,2026-05-31,Too Expensive,1,1,0
CAN003883,SUB0011866,2026-05-10,Temporary Need Ended,1,1,0
CAN003884,SUB0011868,2026-01-24,Other,1,1,0
CAN003885,SUB0011874,2025-10-13,Product Not Needed,1,1,0
CAN003886,SUB0011875,2025-09-25,Product Not Needed,1,0,0
CAN003887,SUB0011880,2025-06-16,Product Usability,1,0,0
CAN003888,SUB0011881,2026-03-31,Temporary Need Ended,1,0,0
CAN003889,SUB0011884,2025-06-20,Too Expensive,1,0,0
CAN003890,SUB0011894,2025-11-13,Low Usage,1,1,0
CAN003891,SUB0011896,2025-05-17,Competitor,1,1,0
CAN003892,SUB0011898,2025-05-10,Product Usability,1,1,0
CAN003893,SUB0011899,2026-01-29,Product Usability,1,1,0
CAN003894,SUB0011907,2026-04-28,Poor Support Experience,1,0,0
CAN003895,SUB0011909,2025-03-21,Product Not Needed,1,1,0
CAN003896,SUB0011910,2026-02-21,Low Usage,1,0,0
CAN003897,SUB0011917,2024-09-30,Too Expensive,1,1,0
CAN003898,SUB0011918,2025-12-11,Technical Problems,1,0,0
CAN003899,SUB0011922,2025-04-29,Payment Failure,0,0,0
CAN003900,SUB0011925,2024-07-27,Competitor,1,0,0
CAN003901,SUB0011932,2024-12-10,Too Expensive,1,1,0
CAN003902,SUB0011933,2025-03-10,Product Not Needed,1,0,0
CAN003903,SUB0011935,2026-02-20,Too Expensive,1,0,0
CAN003904,SUB0011941,2025-07-13,Other,1,1,0
CAN003905,SUB0011943,2025-06-29,Product Not Needed,1,0,0
CAN003906,SUB0011947,2025-04-17,Other,1,0,0
CAN003907,SUB0011948,2026-03-19,Low Usage,1,1,0
CAN003908,SUB0011953,2025-05-21,Low Usage,1,0,0
CAN003909,SUB0011956,2026-01-23,Too Expensive,1,0,0
CAN003910,SUB0011962,2025-06-23,Product Not Needed,1,0,0
CAN003911,SUB0011967,2025-09-14,Product Not Needed,1,1,0
CAN003912,SUB0011971,2026-06-11,Too Expensive,1,1,0
CAN003913,SUB0011973,2026-02-16,Temporary Need Ended,1,0,0
CAN003914,SUB0011979,2026-04-28,Product Not Needed,1,1,0
CAN003915,SUB0011982,2025-09-28,Too Expensive,1,1,0
CAN003916,SUB0011982,2026-03-11,Too Expensive,1,0,0
CAN003917,SUB0011983,2026-02-22,Other,1,0,0
CAN003918,SUB0011984,2026-04-22,Competitor,1,1,0
CAN003919,SUB0011985,2024-12-22,Competitor,1,1,0
CAN003920,SUB0011987,2025-06-23,Competitor,1,0,0
CAN003921,SUB0011995,2025-08-19,Product Not Needed,1,1,0
CAN003922,SUB0011997,2025-12-31,Product Not Needed,1,1,0
CAN003923,SUB0012000,2026-02-26,Product Not Needed,1,1,0
CAN003924,SUB0012003,2025-03-12,Temporary Need Ended,1,0,0
CAN003925,SUB0012004,2025-04-10,Other,1,0,0
CAN003926,SUB0012007,2025-11-25,Product Not Needed,1,0,0
CAN003927,SUB0012008,2026-04-19,Product Not Needed,1,0,0
CAN003928,SUB0012009,2026-03-26,Product Not Needed,1,0,0
CAN003929,SUB0012014,2026-03-18,Competitor,1,0,0
CAN003930,SUB0012016,2025-06-11,Product Not Needed,1,0,0
CAN003931,SUB0012018,2025-06-13,Poor Support Experience,1,0,0
CAN003932,SUB0012020,2025-06-13,Temporary Need Ended,1,0,0
CAN003933,SUB0012021,2025-04-18,Too Expensive,1,1,0
CAN003934,SUB0012023,2026-01-16,Too Expensive,1,1,0
CAN003935,SUB0012024,2025-10-31,Too Expensive,1,0,0
CAN003936,SUB0012027,2025-07-19,Competitor,1,0,0
CAN003937,SUB0012028,2026-06-16,Product Not Needed,1,1,0
CAN003938,SUB0012029,2026-02-28,Payment Failure,0,0,0
CAN003939,SUB0012030,2025-10-26,Product Usability,1,0,0
CAN003940,SUB0012032,2025-11-27,Too Expensive,1,1,0
CAN003941,SUB0012033,2026-01-14,Temporary Need Ended,1,0,0
CAN003942,SUB0012035,2026-02-12,Too Expensive,1,0,0
CAN003943,SUB0012036,2024-10-13,Low Usage,1,1,0
CAN003944,SUB0012037,2026-03-25,Other,1,1,0
CAN003945,SUB0012040,2025-12-22,Product Usability,1,0,0
CAN003946,SUB0012044,2026-01-14,Competitor,1,0,0
CAN003947,SUB0012049,2026-06-25,Too Expensive,1,0,0
CAN003948,SUB0012050,2025-08-22,Low Usage,1,1,0
CAN003949,SUB0012053,2026-04-19,Product Not Needed,1,0,0
CAN003950,SUB0012055,2026-04-26,Product Not Needed,1,1,0
CAN003951,SUB0012056,2024-07-12,Other,1,0,0
CAN003952,SUB0012057,2025-12-12,Competitor,1,1,0
CAN003953,SUB0012063,2025-09-16,Product Not Needed,1,0,0
CAN003954,SUB0012065,2026-06-22,Too Expensive,1,1,0
CAN003955,SUB0012067,2026-02-16,Competitor,1,1,0
CAN003956,SUB0012068,2026-03-31,Other,1,1,0
CAN003957,SUB0012073,2025-12-23,Competitor,1,1,0
CAN003958,SUB0012075,2025-06-17,Too Expensive,1,0,0
CAN003959,SUB0012080,2026-06-23,Payment Failure,0,0,0
CAN003960,SUB0012095,2026-03-26,Temporary Need Ended,1,1,0
CAN003961,SUB0012109,2026-02-26,Payment Failure,0,0,0
CAN003962,SUB0012110,2024-07-31,Product Not Needed,1,0,0
CAN003963,SUB0012112,2026-04-29,Payment Failure,0,0,0
CAN003964,SUB0012118,2026-06-20,Temporary Need Ended,1,1,0
CAN003965,SUB0012119,2026-05-12,Other,1,1,0
CAN003966,SUB0012122,2026-04-13,Payment Failure,0,0,0
CAN003967,SUB0012129,2025-09-22,Competitor,1,1,0
CAN003968,SUB0012131,2024-07-18,Temporary Need Ended,1,0,0
CAN003969,SUB0012131,2025-04-23,Competitor,1,0,0
CAN003970,SUB0012131,2025-07-16,Temporary Need Ended,1,1,0
CAN003971,SUB0012131,2025-10-12,Temporary Need Ended,1,1,0
CAN003972,SUB0012131,2026-05-26,Other,1,1,0
CAN003973,SUB0012134,2026-06-29,Low Usage,1,1,0
CAN003974,SUB0012135,2025-11-16,Product Not Needed,1,1,0
CAN003975,SUB0012136,2025-07-18,Product Usability,1,1,0
CAN003976,SUB0012138,2025-08-18,Product Not Needed,1,0,0
CAN003977,SUB0012140,2026-02-14,Competitor,1,1,0
CAN003978,SUB0012142,2026-02-14,Too Expensive,1,1,0
CAN003979,SUB0012148,2025-09-16,Competitor,1,1,0
CAN003980,SUB0012149,2025-08-27,Product Not Needed,1,1,0
CAN003981,SUB0012158,2025-08-10,Product Not Needed,1,0,0
CAN003982,SUB0012163,2025-01-12,Temporary Need Ended,1,0,0
CAN003983,SUB0012166,2024-08-31,Poor Support Experience,1,1,0
CAN003984,SUB0012166,2025-08-09,Product Usability,1,1,0
CAN003985,SUB0012167,2026-06-24,Too Expensive,1,1,0
CAN003986,SUB0012172,2025-05-30,Other,1,1,0
CAN003987,SUB0012174,2026-03-15,Payment Failure,0,0,0
CAN003988,SUB0012177,2025-10-25,Too Expensive,1,1,0
CAN003989,SUB0012183,2025-08-23,Too Expensive,1,1,0
CAN003990,SUB0012185,2026-02-19,Other,1,1,0
CAN003991,SUB0012186,2025-12-27,Other,1,1,0
CAN003992,SUB0012198,2025-10-28,Product Usability,1,0,0
CAN003993,SUB0012199,2026-01-31,Temporary Need Ended,1,1,0
CAN003994,SUB0012201,2026-02-10,Competitor,1,0,0
CAN003995,SUB0012204,2026-02-28,Temporary Need Ended,1,0,0
CAN003996,SUB0012206,2026-03-26,Temporary Need Ended,1,1,0
CAN003997,SUB0012208,2026-01-20,Temporary Need Ended,1,1,0
CAN003998,SUB0012211,2024-08-25,Temporary Need Ended,1,1,0
CAN003999,SUB0012211,2025-11-15,Product Not Needed,1,0,0
CAN004000,SUB0012211,2026-02-26,Product Not Needed,1,1,0
CAN004001,SUB0012212,2026-05-10,Product Not Needed,1,1,0
CAN004002,SUB0012215,2024-05-29,Competitor,1,1,0
CAN004003,SUB0012217,2026-04-15,Other,1,1,0
CAN004004,SUB0012218,2025-08-25,Too Expensive,1,0,0
CAN004005,SUB0012219,2025-04-28,Payment Failure,0,0,0
CAN004006,SUB0012220,2026-01-19,Product Not Needed,1,1,0
CAN004007,SUB0012222,2024-09-23,Low Usage,1,0,0
CAN004008,SUB0012224,2025-08-09,Product Not Needed,1,0,0
CAN004009,SUB0012226,2026-04-26,Temporary Need Ended,1,1,0
CAN004010,SUB0012230,2025-12-11,Too Expensive,1,1,0
CAN004011,SUB0012233,2025-08-17,Payment Failure,0,0,0
CAN004012,SUB0012235,2025-12-23,Low Usage,1,1,0
CAN004013,SUB0012238,2025-03-26,Too Expensive,1,0,0
CAN004014,SUB0012238,2026-05-18,Competitor,1,1,0
CAN004015,SUB0012241,2025-07-29,Competitor,1,0,0
CAN004016,SUB0012242,2026-03-27,Too Expensive,1,1,0
CAN004017,SUB0012244,2026-05-26,Competitor,1,0,0
CAN004018,SUB0012245,2025-11-29,Payment Failure,0,0,0
CAN004019,SUB0012250,2026-04-28,Product Not Needed,1,1,0
CAN004020,SUB0012251,2026-05-16,Product Not Needed,1,0,0
CAN004021,SUB0012253,2026-02-11,Product Usability,1,1,0
CAN004022,SUB0012254,2025-03-13,Payment Failure,0,0,0
CAN004023,SUB0012255,2026-03-18,Product Not Needed,1,1,0
CAN004024,SUB0012261,2026-06-28,Payment Failure,0,0,0
CAN004025,SUB0012270,2025-12-15,Product Not Needed,1,0,0
CAN004026,SUB0012272,2026-06-21,Too Expensive,1,1,0
CAN004027,SUB0012279,2025-04-21,Temporary Need Ended,1,1,0
CAN004028,SUB0012284,2025-06-17,Low Usage,1,0,0
CAN004029,SUB0012285,2025-07-14,Payment Failure,0,0,0
CAN004030,SUB0012288,2024-05-28,Product Not Needed,1,1,0
CAN004031,SUB0012289,2024-05-13,Temporary Need Ended,1,1,0
CAN004032,SUB0012295,2026-02-12,Product Not Needed,1,0,0
CAN004033,SUB0012296,2025-06-17,Other,1,1,0
CAN004034,SUB0012297,2026-06-22,Product Usability,1,1,0
CAN004035,SUB0012302,2026-06-14,Temporary Need Ended,1,0,0
CAN004036,SUB0012305,2024-12-14,Competitor,1,0,0
CAN004037,SUB0012306,2024-12-30,Temporary Need Ended,1,0,0
CAN004038,SUB0012308,2025-03-21,Too Expensive,1,1,0
CAN004039,SUB0012309,2025-08-22,Product Not Needed,1,1,0
CAN004040,SUB0012312,2025-07-12,Product Not Needed,1,1,0
CAN004041,SUB0012319,2026-06-26,Payment Failure,0,0,0
CAN004042,SUB0012324,2025-10-29,Temporary Need Ended,1,0,0
CAN004043,SUB0012325,2026-06-30,Temporary Need Ended,1,1,0
CAN004044,SUB0012330,2026-06-11,Poor Support Experience,1,1,0
