customer_id,signup_date,country,customer_segment,acquisition_channel,age_group
CUST009336,2025-01-09,GB,Premium Consumer,Direct,45-54
CUST009337,2025-02-02,CR,Consumer,Direct,55+
CUST009338,2024-03-22,US,Consumer,Organic Search,18-24
CUST009339,2024-08-18,US,Consumer,Referral,45-54
CUST009340,2025-07-07,US,Premium Consumer,Direct,25-34
CUST009341,2026-02-12,US,Consumer,Organic Search,18-24
CUST009342,2025-10-23,US,Consumer,Affiliate,55+
CUST009343,2025-05-05,GB,Premium Consumer,Direct,45-54
CUST009344,2024-07-09,CR,Consumer,Direct,45-54
CUST009345,2025-10-19,MX,Premium Consumer,Organic Search,35-44
CUST009346,2024-06-12,US,Premium Consumer,Direct,35-44
CUST009347,2024-11-01,CA,Consumer,Paid Social,18-24
CUST009348,2025-07-09,GB,Small Business,Partner,55+
CUST009349,2024-05-21,MX,Premium Consumer,Organic Search,25-34
CUST009350,2024-11-17,US,Small Business,Organic Search,35-44
CUST009351,2025-06-08,US,Small Business,Referral,35-44
CUST009352,2025-08-09,CA,Premium Consumer,Direct,55+
CUST009353,2024-02-07,CR,Consumer,Paid Social,35-44
CUST009354,2024-04-06,US,Premium Consumer,Paid Social,25-34
CUST009355,2024-02-03,GB,Small Business,Referral,45-54
CUST009356,2024-02-07,US,Consumer,Partner,35-44
CUST009357,2025-02-18,BR,Consumer,Referral,25-34
CUST009358,2026-02-04,MX,Consumer,Partner,25-34
CUST009359,2025-10-30,US,Consumer,Referral,18-24
CUST009360,2024-09-16,CA,Consumer,Referral,35-44
CUST009361,2024-10-22,US,Premium Consumer,Paid Social,55+
CUST009362,2025-07-27,BR,Consumer,Paid Social,35-44
CUST009363,2025-09-18,US,Consumer,Paid Social,25-34
CUST009364,2025-09-11,US,Consumer,Organic Search,25-34
CUST009365,2025-01-20,BR,Consumer,Paid Social,35-44
CUST009366,2025-05-21,MX,Premium Consumer,Organic Search,45-54
CUST009367,2026-02-10,BR,Consumer,Paid Social,35-44
CUST009368,2026-02-14,US,Consumer,Paid Social,18-24
CUST009369,2026-03-23,GB,Consumer,Paid Social,35-44
CUST009370,2025-02-13,US,Consumer,Organic Search,35-44
CUST009371,2026-03-01,MX,Consumer,Direct,25-34
CUST009372,2024-10-15,GB,Consumer,Referral,35-44
CUST009373,2024-03-07,US,Consumer,Referral,25-34
CUST009374,2024-01-05,CR,Premium Consumer,Partner,25-34
CUST009375,2025-07-07,BR,Consumer,Direct,18-24
CUST009376,2024-05-05,MX,Consumer,Paid Social,35-44
CUST009377,2025-10-20,US,Premium Consumer,Organic Search,55+
CUST009378,2024-09-07,US,Consumer,Direct,25-34
CUST009379,2024-07-30,GB,Consumer,Paid Social,25-34
CUST009380,2025-03-04,BR,Consumer,Referral,55+
CUST009381,2024-11-19,US,Consumer,Paid Social,18-24
CUST009382,2024-12-11,US,Consumer,Paid Social,45-54
CUST009383,2024-03-30,US,Consumer,Paid Social,25-34
CUST009384,2025-11-20,MX,Consumer,Organic Search,35-44
CUST009385,2025-04-11,BR,Consumer,Paid Social,55+
CUST009386,2024-04-18,US,Consumer,Organic Search,35-44
CUST009387,2025-04-20,US,Premium Consumer,Organic Search,25-34
CUST009388,2026-03-21,CA,Consumer,Direct,25-34
CUST009389,2025-09-22,CR,Consumer,Referral,45-54
CUST009390,2026-03-24,US,Consumer,Paid Social,25-34
CUST009391,2026-02-21,GB,Consumer,Partner,25-34
CUST009392,2026-01-02,MX,Consumer,Referral,55+
CUST009393,2024-10-17,MX,Consumer,Organic Search,35-44
CUST009394,2024-10-15,GB,Consumer,Paid Social,25-34
CUST009395,2025-11-19,US,Premium Consumer,Direct,25-34
CUST009396,2025-05-25,CR,Small Business,Organic Search,18-24
CUST009397,2024-09-09,MX,Small Business,Paid Social,18-24
CUST009398,2024-12-01,CA,Consumer,Paid Social,25-34
CUST009399,2024-01-25,CR,Consumer,Paid Social,35-44
CUST009400,2024-10-06,US,Consumer,Affiliate,18-24
CUST009401,2025-03-16,US,Small Business,Affiliate,55+
CUST009402,2024-02-09,GB,Small Business,Organic Search,55+
CUST009403,2025-11-27,US,Consumer,Referral,55+
CUST009404,2025-05-19,US,Consumer,Organic Search,18-24
CUST009405,2025-03-22,US,Premium Consumer,Affiliate,45-54
CUST009406,2025-10-23,BR,Consumer,Organic Search,18-24
CUST009407,2024-07-12,GB,Consumer,Paid Social,55+
CUST009408,2025-09-23,US,Small Business,Referral,45-54
CUST009409,2024-07-05,US,Consumer,Affiliate,25-34
CUST009410,2025-01-04,CA,Consumer,Direct,55+
CUST009411,2024-10-23,US,Consumer,Partner,35-44
CUST009412,2024-09-25,US,Small Business,Affiliate,18-24
CUST009413,2024-11-09,BR,Consumer,Referral,18-24
CUST009414,2024-06-03,MX,Small Business,Affiliate,25-34
CUST009415,2025-09-01,MX,Consumer,Organic Search,25-34
CUST009416,2024-05-05,BR,Consumer,Referral,25-34
CUST009417,2024-09-21,US,Consumer,Direct,45-54
CUST009418,2025-09-28,BR,Consumer,Organic Search,25-34
CUST009419,2025-05-22,BR,Premium Consumer,Referral,18-24
CUST009420,2024-03-01,US,Consumer,Affiliate,25-34
CUST009421,2026-01-15,BR,Consumer,Partner,18-24
CUST009422,2025-08-23,US,Premium Consumer,Direct,25-34
CUST009423,2025-11-01,US,Consumer,Referral,18-24
CUST009424,2025-06-16,MX,Premium Consumer,Paid Social,45-54
CUST009425,2025-01-05,CR,Small Business,Partner,45-54
CUST009426,2026-02-25,CA,Consumer,Direct,45-54
CUST009427,2024-05-15,GB,Consumer,Organic Search,55+
CUST009428,2025-05-14,MX,Consumer,Direct,35-44
CUST009429,2025-01-07,BR,Consumer,Organic Search,25-34
CUST009430,2026-01-02,US,Consumer,Referral,35-44
CUST009431,2025-12-26,CR,Consumer,Affiliate,45-54
CUST009432,2026-01-31,GB,Consumer,Paid Social,45-54
CUST009433,2024-12-19,GB,Consumer,Paid Social,35-44
CUST009434,2024-04-14,BR,Premium Consumer,Referral,55+
CUST009435,2024-04-05,US,Consumer,Affiliate,45-54
CUST009436,2024-09-07,CR,Consumer,Referral,25-34
CUST009437,2025-03-11,CA,Premium Consumer,Direct,45-54
CUST009438,2025-04-10,US,Small Business,Direct,35-44
CUST009439,2025-05-27,BR,Consumer,Direct,35-44
CUST009440,2025-09-10,CR,Premium Consumer,Organic Search,55+
CUST009441,2024-01-20,US,Small Business,Partner,35-44
CUST009442,2024-07-27,US,Premium Consumer,Referral,18-24
CUST009443,2025-03-03,US,Small Business,Organic Search,45-54
CUST009444,2024-06-18,US,Premium Consumer,Direct,25-34
CUST009445,2025-04-23,US,Consumer,Paid Social,25-34
CUST009446,2024-01-29,CR,Consumer,Organic Search,45-54
CUST009447,2024-11-07,CR,Consumer,Paid Social,18-24
CUST009448,2024-09-30,US,Small Business,Referral,45-54
CUST009449,2024-12-25,BR,Consumer,Referral,35-44
CUST009450,2026-03-20,US,Consumer,Organic Search,25-34
CUST009451,2024-06-02,GB,Consumer,Direct,25-34
CUST009452,2025-04-12,BR,Consumer,Paid Social,18-24
CUST009453,2026-01-23,GB,Consumer,Affiliate,18-24
CUST009454,2026-01-28,GB,Consumer,Affiliate,45-54
CUST009455,2024-12-16,US,Consumer,Paid Social,25-34
CUST009456,2024-02-09,US,Premium Consumer,Paid Social,25-34
CUST009457,2024-07-07,GB,Consumer,Organic Search,35-44
CUST009458,2025-10-25,US,Small Business,Paid Social,35-44
CUST009459,2025-12-21,US,Consumer,Paid Social,25-34
CUST009460,2025-01-31,CR,Consumer,Affiliate,35-44
CUST009461,2024-10-11,CA,Small Business,Partner,18-24
CUST009462,2024-06-26,US,Consumer,Paid Social,25-34
CUST009463,2025-12-12,US,Premium Consumer,Partner,18-24
CUST009464,2026-03-11,MX,Consumer,Referral,18-24
CUST009465,2024-09-04,GB,Consumer,Organic Search,35-44
CUST009466,2026-01-19,US,Small Business,Affiliate,18-24
CUST009467,2025-11-21,GB,Consumer,Referral,25-34
CUST009468,2025-03-07,MX,Consumer,Partner,35-44
CUST009469,2025-05-06,CR,Consumer,Referral,35-44
CUST009470,2024-05-05,US,Consumer,Organic Search,18-24
CUST009471,2025-09-02,CA,Consumer,Affiliate,35-44
CUST009472,2024-02-24,CA,Consumer,Direct,25-34
CUST009473,2024-03-27,US,Consumer,Paid Social,35-44
CUST009474,2024-01-26,BR,Consumer,Direct,18-24
CUST009475,2024-11-16,US,Premium Consumer,Organic Search,25-34
CUST009476,2025-04-06,US,Premium Consumer,Paid Social,18-24
CUST009477,2025-01-08,BR,Consumer,Direct,18-24
CUST009478,2026-03-07,US,Consumer,Direct,35-44
CUST009479,2025-07-19,BR,Consumer,Paid Social,45-54
CUST009480,2025-07-09,CR,Consumer,Organic Search,25-34
CUST009481,2025-04-19,GB,Premium Consumer,Paid Social,18-24
CUST009482,2025-01-21,GB,Premium Consumer,Referral,25-34
CUST009483,2025-08-05,CR,Small Business,Affiliate,18-24
CUST009484,2024-09-12,US,Premium Consumer,Paid Social,35-44
CUST009485,2025-11-09,CR,Consumer,Partner,25-34
CUST009486,2025-12-22,US,Premium Consumer,Paid Social,25-34
CUST009487,2025-12-28,US,Consumer,Paid Social,18-24
CUST009488,2025-12-23,CR,Consumer,Referral,25-34
CUST009489,2024-05-29,CR,Consumer,Paid Social,45-54
CUST009490,2026-01-04,US,Consumer,Direct,35-44
CUST009491,2024-08-23,CA,Consumer,Affiliate,18-24
CUST009492,2025-11-15,CA,Consumer,Referral,18-24
CUST009493,2025-09-15,GB,Small Business,Paid Social,18-24
CUST009494,2024-05-17,US,Consumer,Paid Social,45-54
CUST009495,2025-12-18,GB,Consumer,Paid Social,45-54
CUST009496,2024-08-23,US,Consumer,Paid Social,25-34
CUST009497,2025-08-27,US,Consumer,Paid Social,25-34
CUST009498,2024-11-07,BR,Consumer,Direct,55+
CUST009499,2025-02-13,GB,Premium Consumer,Organic Search,35-44
CUST009500,2024-01-20,CR,Premium Consumer,Direct,18-24
CUST009501,2024-04-26,US,Consumer,Direct,25-34
CUST009502,2024-01-01,BR,Consumer,Paid Social,25-34
CUST009503,2025-05-13,US,Premium Consumer,Direct,18-24
CUST009504,2025-04-15,US,Consumer,Direct,18-24
CUST009505,2026-02-10,BR,Consumer,Organic Search,35-44
CUST009506,2025-03-20,MX,Consumer,Organic Search,25-34
CUST009507,2024-05-29,GB,Consumer,Paid Social,45-54
CUST009508,2025-11-09,CR,Consumer,Direct,25-34
CUST009509,2024-08-12,GB,Premium Consumer,Paid Social,25-34
CUST009510,2025-10-23,US,Premium Consumer,Organic Search,25-34
CUST009511,2025-09-24,MX,Consumer,Direct,35-44
CUST009512,2024-07-25,BR,Small Business,Direct,25-34
CUST009513,2026-03-13,MX,Consumer,Organic Search,35-44
CUST009514,2025-03-08,US,Consumer,Organic Search,25-34
CUST009515,2024-07-13,US,Premium Consumer,Organic Search,18-24
CUST009516,2024-05-18,GB,Premium Consumer,Referral,35-44
CUST009517,2025-12-03,BR,Consumer,Affiliate,18-24
CUST009518,2025-12-18,MX,Consumer,Paid Social,55+
CUST009519,2024-04-03,GB,Small Business,Referral,25-34
CUST009520,2024-11-09,CA,Consumer,Paid Social,25-34
CUST009521,2024-02-25,GB,Premium Consumer,Affiliate,35-44
CUST009522,2025-12-20,US,Consumer,Referral,55+
CUST009523,2026-02-23,GB,Consumer,Organic Search,25-34
CUST009524,2024-09-28,MX,Small Business,Affiliate,55+
CUST009525,2025-09-10,US,Consumer,Paid Social,45-54
CUST009526,2026-01-08,MX,Consumer,Referral,45-54
CUST009527,2025-03-15,MX,Consumer,Affiliate,35-44
CUST009528,2025-03-21,US,Consumer,Organic Search,25-34
CUST009529,2025-03-14,US,Consumer,Paid Social,55+
CUST009530,2024-04-11,CR,Consumer,Referral,18-24
CUST009531,2024-04-09,CR,Consumer,Paid Social,25-34
CUST009532,2025-03-11,CA,Consumer,Referral,45-54
CUST009533,2024-11-15,US,Consumer,Paid Social,45-54
CUST009534,2024-07-14,MX,Premium Consumer,Referral,45-54
CUST009535,2025-03-04,GB,Consumer,Partner,45-54
CUST009536,2025-05-23,BR,Premium Consumer,Organic Search,25-34
CUST009537,2025-09-23,US,Consumer,Paid Social,55+
CUST009538,2025-12-27,US,Consumer,Partner,45-54
CUST009539,2026-03-16,MX,Small Business,Referral,45-54
CUST009540,2025-03-28,US,Consumer,Referral,18-24
CUST009541,2024-02-02,MX,Consumer,Organic Search,45-54
CUST009542,2025-01-17,US,Consumer,Organic Search,35-44
CUST009543,2024-07-14,BR,Premium Consumer,Direct,55+
CUST009544,2025-12-06,CR,Consumer,Referral,45-54
CUST009545,2024-09-06,CR,Consumer,Paid Social,55+
CUST009546,2026-02-23,US,Premium Consumer,Organic Search,45-54
CUST009547,2024-09-23,CA,Consumer,Organic Search,25-34
CUST009548,2025-10-30,US,Consumer,Direct,18-24
CUST009549,2025-02-23,GB,Small Business,Direct,25-34
CUST009550,2024-08-25,GB,Consumer,Partner,35-44
CUST009551,2025-10-10,CR,Consumer,Organic Search,35-44
CUST009552,2024-08-24,GB,Consumer,Affiliate,25-34
CUST009553,2024-02-05,MX,Small Business,Affiliate,25-34
CUST009554,2025-04-02,MX,Small Business,Organic Search,45-54
CUST009555,2024-09-30,US,Consumer,Organic Search,35-44
CUST009556,2025-04-04,US,Small Business,Paid Social,35-44
CUST009557,2024-06-17,CR,Consumer,Affiliate,35-44
CUST009558,2025-10-22,US,Consumer,Organic Search,45-54
CUST009559,2024-10-09,CA,Consumer,Affiliate,25-34
CUST009560,2025-06-10,US,Consumer,Organic Search,45-54
CUST009561,2025-01-03,US,Premium Consumer,Paid Social,35-44
CUST009562,2025-10-05,US,Consumer,Direct,45-54
CUST009563,2025-12-13,US,Small Business,Affiliate,25-34
CUST009564,2024-10-27,US,Consumer,Affiliate,25-34
CUST009565,2025-02-08,US,Consumer,Paid Social,45-54
CUST009566,2024-11-24,US,Consumer,Organic Search,45-54
CUST009567,2026-03-19,US,Consumer,Affiliate,25-34
CUST009568,2024-10-03,US,Small Business,Paid Social,25-34
CUST009569,2024-09-30,GB,Small Business,Paid Social,55+
CUST009570,2025-06-03,CR,Consumer,Paid Social,25-34
CUST009571,2025-07-30,US,Consumer,Organic Search,25-34
CUST009572,2025-08-07,CR,Consumer,Referral,35-44
CUST009573,2024-08-09,BR,Consumer,Affiliate,18-24
CUST009574,2026-03-22,BR,Consumer,Organic Search,55+
CUST009575,2025-08-16,CR,Consumer,Organic Search,35-44
CUST009576,2024-07-01,CA,Consumer,Organic Search,55+
CUST009577,2025-09-11,GB,Premium Consumer,Organic Search,35-44
CUST009578,2024-01-23,GB,Consumer,Direct,55+
CUST009579,2024-06-07,US,Consumer,Organic Search,45-54
CUST009580,2025-02-04,US,Premium Consumer,Organic Search,35-44
CUST009581,2024-03-13,CA,Consumer,Organic Search,18-24
CUST009582,2024-01-04,US,Premium Consumer,Organic Search,25-34
CUST009583,2025-01-04,GB,Premium Consumer,Organic Search,45-54
CUST009584,2024-02-05,CR,Consumer,Organic Search,45-54
CUST009585,2024-08-05,GB,Consumer,Partner,55+
CUST009586,2024-06-30,US,Consumer,Referral,25-34
CUST009587,2024-03-02,US,Premium Consumer,Partner,35-44
CUST009588,2025-08-31,BR,Consumer,Referral,25-34
CUST009589,2024-11-15,GB,Consumer,Paid Social,25-34
CUST009590,2025-08-29,MX,Consumer,Direct,25-34
CUST009591,2024-01-06,CA,Consumer,Partner,25-34
CUST009592,2025-06-12,US,Consumer,Organic Search,35-44
CUST009593,2024-10-26,US,Consumer,Organic Search,25-34
CUST009594,2024-02-09,MX,Consumer,Organic Search,18-24
CUST009595,2024-03-06,CA,Premium Consumer,Affiliate,45-54
CUST009596,2025-03-03,CA,Small Business,Direct,25-34
CUST009597,2025-03-26,BR,Consumer,Direct,35-44
CUST009598,2025-01-31,CA,Small Business,Direct,35-44
CUST009599,2024-06-21,US,Consumer,Paid Social,18-24
CUST009600,2025-08-13,US,Consumer,Paid Social,18-24
CUST009601,2025-07-06,GB,Premium Consumer,Referral,35-44
CUST009602,2026-01-20,US,Consumer,Referral,25-34
CUST009603,2026-03-10,US,Consumer,Direct,25-34
CUST009604,2025-01-05,US,Consumer,Organic Search,35-44
CUST009605,2024-01-12,CR,Consumer,Paid Social,25-34
CUST009606,2025-03-31,CR,Premium Consumer,Organic Search,25-34
CUST009607,2026-02-18,MX,Premium Consumer,Referral,35-44
CUST009608,2025-09-08,US,Consumer,Paid Social,45-54
CUST009609,2025-02-17,US,Premium Consumer,Organic Search,45-54
CUST009610,2025-07-01,US,Premium Consumer,Referral,55+
CUST009611,2024-06-06,US,Consumer,Affiliate,55+
CUST009612,2026-01-10,CR,Consumer,Organic Search,45-54
CUST009613,2024-09-25,US,Consumer,Referral,45-54
CUST009614,2025-05-24,US,Premium Consumer,Paid Social,35-44
CUST009615,2024-05-19,US,Premium Consumer,Organic Search,35-44
CUST009616,2025-07-25,BR,Consumer,Paid Social,25-34
CUST009617,2025-03-23,US,Consumer,Affiliate,25-34
CUST009618,2025-09-03,CR,Consumer,Organic Search,25-34
CUST009619,2025-07-14,CA,Consumer,Direct,35-44
CUST009620,2024-06-26,CA,Consumer,Direct,25-34
CUST009621,2024-09-02,BR,Consumer,Partner,25-34
CUST009622,2024-07-03,GB,Small Business,Paid Social,18-24
CUST009623,2024-05-09,GB,Consumer,Organic Search,35-44
CUST009624,2024-12-24,US,Consumer,Organic Search,35-44
CUST009625,2024-07-11,US,Premium Consumer,Affiliate,35-44
CUST009626,2024-01-02,CA,Consumer,Affiliate,25-34
CUST009627,2025-11-07,BR,Premium Consumer,Partner,35-44
CUST009628,2025-02-15,US,Consumer,Paid Social,25-34
CUST009629,2024-04-04,US,Premium Consumer,Affiliate,25-34
CUST009630,2024-08-30,BR,Consumer,Direct,25-34
CUST009631,2024-01-07,BR,Consumer,Direct,55+
CUST009632,2024-10-03,US,Consumer,Organic Search,25-34
CUST009633,2024-09-12,CR,Consumer,Direct,25-34
CUST009634,2025-09-20,US,Consumer,Partner,45-54
CUST009635,2025-12-31,BR,Consumer,Paid Social,35-44
CUST009636,2025-01-06,US,Small Business,Direct,25-34
CUST009637,2024-04-18,US,Premium Consumer,Paid Social,25-34
CUST009638,2024-05-26,CR,Consumer,Referral,45-54
CUST009639,2024-05-18,CR,Consumer,Referral,35-44
CUST009640,2024-03-04,GB,Consumer,Paid Social,35-44
CUST009641,2024-06-25,US,Premium Consumer,Paid Social,18-24
CUST009642,2025-12-09,GB,Small Business,Organic Search,55+
CUST009643,2025-01-28,GB,Consumer,Affiliate,35-44
CUST009644,2024-01-09,GB,Consumer,Affiliate,25-34
CUST009645,2025-09-18,US,Consumer,Affiliate,35-44
CUST009646,2024-10-13,US,Consumer,Paid Social,45-54
CUST009647,2024-12-24,US,Consumer,Organic Search,35-44
CUST009648,2025-01-31,US,Consumer,Paid Social,25-34
CUST009649,2024-12-20,MX,Consumer,Direct,25-34
CUST009650,2025-06-21,US,Consumer,Referral,55+
CUST009651,2024-10-11,MX,Premium Consumer,Direct,25-34
CUST009652,2024-03-17,GB,Consumer,Organic Search,25-34
CUST009653,2024-10-23,GB,Consumer,Direct,55+
CUST009654,2024-04-27,MX,Consumer,Partner,55+
CUST009655,2024-04-30,MX,Premium Consumer,Direct,18-24
CUST009656,2025-12-28,CR,Consumer,Referral,25-34
CUST009657,2024-04-01,US,Small Business,Partner,25-34
CUST009658,2024-05-08,GB,Consumer,Direct,35-44
CUST009659,2025-07-31,US,Consumer,Referral,25-34
CUST009660,2024-07-14,GB,Small Business,Organic Search,25-34
CUST009661,2024-04-07,CR,Consumer,Organic Search,55+
CUST009662,2025-05-10,BR,Consumer,Referral,35-44
CUST009663,2025-02-02,US,Consumer,Organic Search,35-44
CUST009664,2025-10-21,US,Consumer,Direct,55+
CUST009665,2025-12-24,CA,Consumer,Paid Social,18-24
CUST009666,2026-01-31,US,Consumer,Organic Search,55+
CUST009667,2024-09-27,CR,Premium Consumer,Organic Search,45-54
CUST009668,2026-02-07,CA,Consumer,Direct,25-34
CUST009669,2026-03-09,MX,Premium Consumer,Referral,25-34
CUST009670,2025-04-07,CR,Consumer,Direct,55+
CUST009671,2024-05-12,CA,Premium Consumer,Affiliate,55+
CUST009672,2025-04-05,US,Consumer,Paid Social,55+
CUST009673,2024-08-12,US,Consumer,Paid Social,35-44
CUST009674,2024-01-26,US,Consumer,Partner,18-24
CUST009675,2024-07-09,US,Small Business,Referral,18-24
CUST009676,2025-05-05,CA,Small Business,Direct,35-44
CUST009677,2025-08-23,CA,Consumer,Organic Search,35-44
CUST009678,2024-07-01,US,Consumer,Paid Social,25-34
CUST009679,2025-01-07,BR,Consumer,Affiliate,35-44
CUST009680,2025-05-06,CA,Consumer,Direct,35-44
CUST009681,2024-06-04,US,Small Business,Organic Search,35-44
CUST009682,2024-03-10,MX,Consumer,Paid Social,45-54
CUST009683,2025-08-25,BR,Consumer,Paid Social,35-44
CUST009684,2025-08-30,US,Consumer,Referral,45-54
CUST009685,2024-11-20,MX,Consumer,Direct,45-54
CUST009686,2024-10-01,CR,Consumer,Referral,25-34
CUST009687,2026-03-07,US,Consumer,Organic Search,25-34
CUST009688,2025-09-11,US,Consumer,Direct,35-44
CUST009689,2026-03-03,CR,Premium Consumer,Direct,18-24
CUST009690,2025-08-30,CR,Consumer,Partner,55+
CUST009691,2025-03-02,GB,Consumer,Direct,25-34
CUST009692,2025-04-28,US,Premium Consumer,Paid Social,45-54
CUST009693,2024-06-24,US,Consumer,Direct,25-34
CUST009694,2024-07-31,US,Premium Consumer,Affiliate,18-24
CUST009695,2025-06-08,CR,Consumer,Organic Search,25-34
CUST009696,2025-10-08,GB,Premium Consumer,Referral,35-44
CUST009697,2024-09-17,US,Consumer,Organic Search,35-44
CUST009698,2025-11-23,US,Consumer,Paid Social,25-34
CUST009699,2026-03-21,CR,Consumer,Organic Search,45-54
CUST009700,2024-05-29,US,Consumer,Direct,25-34
CUST009701,2024-01-03,GB,Premium Consumer,Paid Social,45-54
CUST009702,2025-11-29,US,Consumer,Paid Social,55+
CUST009703,2025-01-27,MX,Consumer,Organic Search,35-44
CUST009704,2025-02-14,MX,Consumer,Partner,25-34
CUST009705,2024-07-24,US,Premium Consumer,Organic Search,55+
CUST009706,2025-08-03,CA,Consumer,Organic Search,25-34
CUST009707,2025-09-01,BR,Consumer,Referral,25-34
CUST009708,2024-05-06,CR,Consumer,Direct,18-24
CUST009709,2025-03-16,US,Consumer,Organic Search,45-54
CUST009710,2024-04-24,US,Consumer,Paid Social,18-24
CUST009711,2025-10-06,US,Premium Consumer,Organic Search,25-34
CUST009712,2025-03-02,BR,Consumer,Referral,25-34
CUST009713,2024-02-18,US,Consumer,Direct,18-24
CUST009714,2025-04-27,GB,Consumer,Affiliate,35-44
CUST009715,2024-07-18,GB,Consumer,Partner,25-34
CUST009716,2024-08-06,CA,Premium Consumer,Paid Social,25-34
CUST009717,2024-12-14,MX,Premium Consumer,Paid Social,25-34
CUST009718,2026-02-11,US,Premium Consumer,Organic Search,25-34
CUST009719,2026-02-07,US,Consumer,Organic Search,25-34
CUST009720,2025-05-22,CA,Consumer,Paid Social,25-34
CUST009721,2024-11-21,MX,Small Business,Direct,55+
CUST009722,2024-05-29,GB,Consumer,Organic Search,35-44
CUST009723,2025-03-21,US,Consumer,Organic Search,35-44
CUST009724,2024-05-25,CA,Premium Consumer,Paid Social,18-24
CUST009725,2026-02-20,CR,Small Business,Affiliate,35-44
CUST009726,2025-12-29,BR,Small Business,Organic Search,35-44
CUST009727,2024-01-26,US,Consumer,Paid Social,45-54
CUST009728,2024-02-05,US,Consumer,Partner,55+
CUST009729,2026-02-28,CA,Consumer,Paid Social,55+
CUST009730,2025-04-09,GB,Consumer,Organic Search,55+
CUST009731,2026-03-11,CR,Consumer,Organic Search,18-24
CUST009732,2024-02-12,CR,Consumer,Affiliate,18-24
CUST009733,2024-03-31,MX,Small Business,Partner,45-54
CUST009734,2025-05-21,BR,Consumer,Affiliate,25-34
CUST009735,2024-01-04,CA,Consumer,Direct,25-34
CUST009736,2025-11-20,CA,Consumer,Partner,25-34
CUST009737,2025-02-23,GB,Consumer,Direct,25-34
CUST009738,2024-12-21,BR,Consumer,Organic Search,35-44
CUST009739,2024-09-04,US,Premium Consumer,Organic Search,35-44
CUST009740,2024-11-29,CA,Premium Consumer,Affiliate,35-44
CUST009741,2025-02-08,US,Consumer,Partner,25-34
CUST009742,2024-05-17,US,Consumer,Affiliate,55+
CUST009743,2024-10-11,US,Premium Consumer,Partner,45-54
CUST009744,2026-02-14,CR,Premium Consumer,Direct,35-44
CUST009745,2025-09-28,BR,Premium Consumer,Partner,25-34
CUST009746,2024-05-24,US,Consumer,Referral,35-44
CUST009747,2026-03-27,US,Consumer,Affiliate,45-54
CUST009748,2025-12-22,US,Consumer,Organic Search,45-54
CUST009749,2025-07-26,CA,Consumer,Referral,25-34
CUST009750,2024-03-29,GB,Premium Consumer,Partner,45-54
CUST009751,2024-12-29,BR,Premium Consumer,Paid Social,45-54
CUST009752,2025-02-09,CA,Premium Consumer,Affiliate,45-54
CUST009753,2024-01-28,US,Consumer,Affiliate,25-34
CUST009754,2025-05-01,US,Consumer,Referral,25-34
CUST009755,2025-08-24,CA,Premium Consumer,Direct,25-34
CUST009756,2025-09-02,CR,Consumer,Organic Search,35-44
CUST009757,2026-01-22,CR,Consumer,Referral,18-24
CUST009758,2024-12-28,GB,Consumer,Affiliate,45-54
CUST009759,2024-09-06,MX,Premium Consumer,Paid Social,35-44
CUST009760,2025-06-14,US,Consumer,Organic Search,18-24
CUST009761,2024-01-28,US,Small Business,Organic Search,25-34
CUST009762,2026-03-24,US,Consumer,Partner,25-34
CUST009763,2025-07-21,US,Consumer,Organic Search,25-34
CUST009764,2025-06-29,CR,Consumer,Affiliate,35-44
CUST009765,2025-08-21,US,Consumer,Affiliate,45-54
CUST009766,2025-01-07,US,Consumer,Affiliate,35-44
CUST009767,2025-11-21,US,Consumer,Referral,45-54
CUST009768,2024-02-26,GB,Small Business,Organic Search,35-44
CUST009769,2024-06-07,GB,Consumer,Paid Social,18-24
CUST009770,2025-12-15,MX,Small Business,Partner,55+
CUST009771,2025-12-09,US,Consumer,Organic Search,45-54
CUST009772,2025-12-15,US,Premium Consumer,Referral,35-44
CUST009773,2026-02-26,CR,Consumer,Affiliate,25-34
CUST009774,2024-05-14,CA,Small Business,Organic Search,45-54
CUST009775,2025-01-08,US,Consumer,Partner,35-44
CUST009776,2025-09-25,MX,Premium Consumer,Direct,25-34
CUST009777,2026-01-05,MX,Consumer,Referral,25-34
CUST009778,2024-07-17,MX,Consumer,Organic Search,18-24
CUST009779,2025-11-14,CA,Consumer,Organic Search,18-24
CUST009780,2025-01-31,US,Small Business,Direct,35-44
CUST009781,2024-09-13,US,Premium Consumer,Referral,35-44
CUST009782,2026-02-27,GB,Consumer,Referral,25-34
CUST009783,2026-01-21,MX,Premium Consumer,Paid Social,55+
CUST009784,2025-02-10,US,Consumer,Paid Social,25-34
CUST009785,2024-08-31,BR,Consumer,Organic Search,18-24
CUST009786,2025-04-01,US,Consumer,Affiliate,35-44
CUST009787,2024-10-09,US,Consumer,Affiliate,25-34
CUST009788,2024-09-16,MX,Small Business,Affiliate,35-44
CUST009789,2025-12-30,BR,Consumer,Organic Search,55+
CUST009790,2025-04-17,MX,Consumer,Paid Social,55+
CUST009791,2026-02-03,US,Consumer,Affiliate,35-44
CUST009792,2025-12-24,US,Consumer,Partner,45-54
CUST009793,2025-08-28,CR,Small Business,Referral,18-24
CUST009794,2025-10-01,US,Premium Consumer,Paid Social,18-24
CUST009795,2025-04-03,GB,Consumer,Organic Search,45-54
CUST009796,2025-03-28,US,Consumer,Referral,45-54
